race_entry_epi_component_id,race_entry_id,race_id,race_date,epi_component_code,component_source_fact_name,component_source_fact_id,component_source_value_field,component_source_evidence_sha256,raw_component_value,field_population_count,field_component_mean,field_component_population_standard_deviation,unbounded_normalised_component_value,capped_normalised_component_value,authorised_component_weight,weighted_component_value,epi_parameter_id,epi_component_normalisation_parameter_id,epi_component_publication_decision,epi_component_reconciliation_decision,epi_component_status,race_entry_epi_component_evidence_sha256,source_lineage,builder_version,contract_version,built_at_utc
REEC-CUR-AE95B72E836D2E4EA11CF74C,99476412090,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-B11B45A3A0851237F75436D7,barrier,e8683da7138044142b68bc4cb448a38d20512859190330756d58b4e334f8ef81,9,9,6.000000,2.581989,1.161895,1.161895,0.200000,0.232379,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,47ba7b82073489023f2584f8f3e4f66cb8a0531af767b852c31642959486bc9a,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-44ABC7DD50E6CEA59E80D367,99537287700,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-75C58DB6226220E6A8D6293E,barrier,4992a6cdf3498d61e216704a6a1715d602471426548cc47e9a4a4a7220e47843,2,9,6.000000,2.581989,-1.549193,-1.549193,0.200000,-0.309839,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,beed029c6ee9ee3e631afdc12454290c9a20d862763d19a9742436aa3fa950d9,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-800CA0B4C8BE6C5D2A75DB64,99567177960,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-E579D8FBB9A97AC0F2F18B47,barrier,3df4cf603df6c8a76ce3152126a0ef1d1bba01d69a7adca45f85f39fb0ab09e0,7,9,6.000000,2.581989,0.387298,0.387298,0.200000,0.077460,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,03a53ccc6baced3b7f1a1af900f415234ca9468972d163d951b94e0f387bb2c5,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3399B2EB3CBEF319ACB66640,99561449310,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-9526A61EA5B9CE9DCE1A36BB,barrier,8c9ea16a555dbc151e89b2f1f5817f3c81252219f7ed881f96628a1690ff0327,4,9,6.000000,2.581989,-0.774597,-0.774597,0.200000,-0.154919,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,9766b4935c31247e4204fa28b9ad9109f73b845a68a28695af8fadad07804215,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-22E8EDEF1E6E00254F9575D1,99541687050,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-8E3CC3CCF17B76AD8CE38D98,barrier,4818fc4301c59122c1a221b919e41f70d2ad07dc19af16882c2ec8c1719ba04d,10,13,7.615385,4.160963,0.573092,0.573092,0.200000,0.114618,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,f3ec69dcc7c6e0923f311fb56f8683f5a208e44771a7a7d7fc527da03ba7f117,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-CE4C5AD0CF338C0791507265,99559088220,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-F607FA87454E7C97CABC0310,barrier,bee686f121724e6771178cb5e3b4e33d3dd64f9b21b9f0eca1c21b7660260ac2,7,13,7.615385,4.160963,-0.147895,-0.147895,0.200000,-0.029579,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,65903bce0324d4a78bd61c0b5ff03b3ff1204090824e0e6734857af40b7ce2f6,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-349470B378DEC5D2FFDD4783,99566000580,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-5E3A078F5ED0BAC1F16193B8,barrier,a838c3174d6aa7d9caf60922f47e25ea93fb430792ee3e26306616ab0c92c218,12,13,7.615385,4.160963,1.053750,1.053750,0.200000,0.210750,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,dd1a35a1c3e282ed6dc7a182692a2823ebad5ff7b4d7f2c19320b89d5e0287bb,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-29FF43A021C576B7217B6202,99555467460,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-93B0EA6E0D3817F5ED5D6132,barrier,e5605359751f07e87199a812e0c3a7d71e3f27babcda97e1bf0a94610463a96b,1,13,7.615385,4.160963,-1.589869,-1.589869,0.200000,-0.317974,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,482ede43c35aad2ab0533c01ca4f7b6b61c0887362f6a50d5df506d1c14d178c,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-5C98C323237A4A8601E415A1,99500681310,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-456924054B32E259FA33D087,barrier,fc0db8cadb21898da6a649302179328e95c441b5fc4c920c6fa1cdc035a09ee6,13,13,7.615385,4.160963,1.294079,1.294079,0.200000,0.258816,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,99d944a998f929d0aac181f913d912efb699c08a3a6ca0644febf0189ebbafb4,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-FAEDE093D64657005D152C81,99500687640,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-BAFA128AB53522FC8D8EC02B,barrier,aa535867149042002eadac5754ba92ae5d3931002d529d0ce47b7dbef5769cb3,5,13,7.615385,4.160963,-0.628553,-0.628553,0.200000,-0.125711,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,9515d80298f688edc691013d54ccf7cc2e88d156be5485fd8533a9d5bb18dd68,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3A6DB703B84427BC44363E3E,99490350750,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-0BECB6459B98F737E6F1E8FD,barrier,5899d2fd545fe5d5311ca3e10b96a4693fb4a068523bf2a8c436e3015982679f,2,13,7.615385,4.160963,-1.349540,-1.349540,0.200000,-0.269908,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,663afb4a198a43a7c7c5446a248a00279e6fc120bf2cff2050e401186b2c52a8,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3A2037E7EF02B28B7AA6AB24,99567633720,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-0DE1EEA223175B3211354B2B,barrier,6e3a8f6ebfd4f2a81c7f5445812d541ba14c785fd33406b03a6ff67073c41efe,8,13,7.615385,4.160963,0.092434,0.092434,0.200000,0.018487,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,6cd476e80bdaa564482a682bc388cd7870f2da77a9ebd9d8cc0c2d56109fb9c0,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8197219782D94772CB41CE8D,99564956130,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-CB7EE4D6E8117A20B99BCF1A,barrier,89450bfd410c0d3f2a107912079c7ba2aa00bdc1c996ffdb302280bd30e6e0a1,3,13,7.615385,4.160963,-1.109211,-1.109211,0.200000,-0.221842,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,2890fd505c5ed1358fb8bae75b4a19d20cbb4f2d74177aff27a9721fe712171d,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-B5A3127D346B832DA3BA33B6,99569906190,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-13C475BFB0498764A99C4EE5,barrier,4b7191f95901765648ffd2193ef18d1aaa27fc0bff98e01b068019e36813ff5c,9,13,7.615385,4.160963,0.332763,0.332763,0.200000,0.066553,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,d518d64b72e727b39d8a88c6db296675132fe7e45a0a64183850a6a967ca09a2,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-C1F7F425A7A9F17950D04673,99515158020,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-9D6B58BD465991850448B515,barrier,2c11a529ef73db78f4d5fda337f8a28fd913ebda27a5abc57abb5e50c535cd3b,14,13,7.615385,4.160963,1.534408,1.534408,0.200000,0.306882,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,27420b8ecff52002a53d22d9eb9c61bcf3f4d21b3a6ba53cf5fff32de8c457f3,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-6706DB5E0D3F6F49FDC56F60,99550023660,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-97DC47EC15829372C1C8930D,barrier,f19b5d57fb653c2f4e4cf034361582f976085586c3732d738636aff94746208c,4,13,7.615385,4.160963,-0.868882,-0.868882,0.200000,-0.173776,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,cc3f94cb7ba484ffa9237b22b6a06f037e629bf1e837ec2f75860da1f4de2807,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-DA7904E7FDE72E68500FF53F,99533128890,EIQD-58926116CE3730E5DB18A856,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-FBBD2C2887A69C47EEA89FED,barrier,00988ac4a69a881ef8472b460a951c6066236dcfbfade59c4bd78a236b32de96,11,13,7.615385,4.160963,0.813421,0.813421,0.200000,0.162684,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c9dcf08eee1acc75d1c9a4ff2aff09fa8023687883b8f39d41d4a781567467e1,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
